00022342_63f493c2/gsvi_64_8_-17_512.jpg,00022342_63f493c2/gsvi_64_8_-17_512_line.csv,64.0,8,-17,512.1070492931361
00022342_63f493c2/gsvi_70_8_19_457.jpg,00022342_63f493c2/gsvi_70_8_19_457_line.csv,70.0,8,19,457.0073621574767
00022342_63f493c2/gsvi_76_-14_-19_409.jpg,00022342_63f493c2/gsvi_76_-14_-19_409_line.csv,76.0,-14,-19,409.5813223017853
00022342_63f493c2/gsvi_64_-14_3_512.jpg,00022342_63f493c2/gsvi_64_-14_3_512_line.csv,64.0,-14,3,512.1070492931361
00022342_63f493c2/gsvi_78_-28_-20_395.jpg,00022342_63f493c2/gsvi_78_-28_-20_395_line.csv,78.0,-28,-20,395.1670900912165
00022342_63f493c2/gsvi_74_3_-6_424.jpg,00022342_63f493c2/gsvi_74_3_-6_424_line.csv,74.0,3,-6,424.6543429185312
00022342_63f493c2/gsvi_78_3_19_395.jpg,00022342_63f493c2/gsvi_78_3_19_395_line.csv,78.0,3,19,395.1670900912165
00022342_63f493c2/gsvi_78_3_12_395.jpg,00022342_63f493c2/gsvi_78_3_12_395_line.csv,78.0,3,12,395.1670900912165
00022342_63f493c2/gsvi_78_3_-19_395.jpg,00022342_63f493c2/gsvi_78_3_-19_395_line.csv,78.0,3,-19,395.1670900912165
00022342_63f493c2/gsvi_58_24_-9_577.jpg,00022342_63f493c2/gsvi_58_24_-9_577_line.csv,58.0,24,-9,577.2952816868557
00022342_63f493c2/gsvi_60_24_14_554.jpg,00022342_63f493c2/gsvi_60_24_14_554_line.csv,60.0,24,14,554.2562584220408
00022342_63f493c2/gsvi_62_34_11_532.jpg,00022342_63f493c2/gsvi_62_34_11_532_line.csv,62.0,34,11,532.5694343521658
00022342_63f493c2/gsvi_66_34_-12_492.jpg,00022342_63f493c2/gsvi_66_34_-12_492_line.csv,66.0,34,-12,492.7567884206665
00022342_63f493c2/gsvi_44_-6_12_792.jpg,00022342_63f493c2/gsvi_44_-6_12_792_line.csv,44.0,-6,12,792.0277930932148
00022342_63f493c2/gsvi_46_-6_-16_753.jpg,00022342_63f493c2/gsvi_46_-6_-16_753_line.csv,46.0,-6,-16,753.8727570636007
00022342_63f493c2/gsvi_64_-6_-17_512.jpg,00022342_63f493c2/gsvi_64_-6_-17_512_line.csv,64.0,-6,-17,512.1070492931361
00022342_63f493c2/gsvi_68_-6_-9_474.jpg,00022342_63f493c2/gsvi_68_-6_-9_474_line.csv,68.0,-6,-9,474.41950992407686
00022342_63f493c2/gsvi_66_-8_4_492.jpg,00022342_63f493c2/gsvi_66_-8_4_492_line.csv,66.0,-8,4,492.7567884206665
00022342_63f493c2/gsvi_66_-8_9_492.jpg,00022342_63f493c2/gsvi_66_-8_9_492_line.csv,66.0,-8,9,492.7567884206665
00022342_63f493c2/gsvi_62_-8_1_532.jpg,00022342_63f493c2/gsvi_62_-8_1_532_line.csv,62.0,-8,1,532.5694343521658
00022342_63f493c2/gsvi_72_-8_5_440.jpg,00022342_63f493c2/gsvi_72_-8_5_440_line.csv,72.0,-8,5,440.4422145507756
00022342_63f493c2/gsvi_72_0_12_440.jpg,00022342_63f493c2/gsvi_72_0_12_440_line.csv,72.0,0,12,440.4422145507756
